cow_id,parity,blood_calcium_mg_dl,blood_phosphorus_mg_dl,body_condition_score,days_to_calving,milk_yield_day1_kg,activity_level_score,dietary_cation_anion_difference,feed_intake_kg_day,rumination_minutes_day,behavioral_pattern,emergency_vet_required,stage
COW-2719,6,8.15,4.78,2.6,26,19.3,5.9,26.2,15.8,446.7,Unable to stand,No,Subclinical
COW-2720,8,8.01,3.01,4.2,18,36.4,6.0,31.6,17.7,395.2,Normal movement,No,Subclinical
COW-2721,1,9.83,3.86,2.1,6,37.0,9.8,34.7,22.0,576.4,Lethargic,No,Normal
COW-2722,4,5.56,5.92,2.5,5,22.2,2.6,-4.4,11.8,289.7,Reduced movement,Yes,Moderate
COW-2723,3,8.99,6.26,3.0,-2,14.0,7.2,33.7,19.1,506.1,Reduced movement,No,Normal
COW-2724,5,3.96,5.02,3.5,30,38.3,1.6,0.7,9.4,107.1,Reduced movement,Yes,Critical
COW-2725,4,6.17,3.82,3.3,-5,38.4,3.3,-13.5,17.1,309.1,Unable to stand,No,Mild
COW-2726,4,6.11,3.45,4.6,-2,25.6,4.7,3.3,16.7,362.9,Unable to stand,No,Mild
COW-2727,3,8.33,3.99,3.4,14,30.6,5.2,0.3,16.2,424.5,Normal movement,No,Subclinical
COW-2728,7,5.16,4.02,3.3,1,30.5,3.5,-5.1,9.9,191.1,Muscle tremors,Yes,Moderate
COW-2729,4,8.7,5.12,4.9,25,21.1,8.1,21.7,23.1,469.2,Unable to stand,No,Normal
COW-2730,7,6.23,7.45,3.3,23,38.3,3.2,-2.4,17.4,355.2,Normal movement,No,Mild
COW-2731,3,7.92,3.69,2.2,5,34.7,6.8,-11.5,19.5,397.3,Reduced movement,No,Subclinical
COW-2732,6,5.01,3.5,3.9,14,18.3,2.2,31.3,9.5,272.6,Unable to stand,Yes,Moderate
COW-2733,8,5.83,7.87,3.1,11,40.1,2.9,-6.6,9.0,235.9,Normal movement,Yes,Moderate
COW-2734,4,7.99,7.66,4.4,6,35.8,5.5,38.3,19.0,398.2,Lethargic,No,Subclinical
COW-2735,8,6.44,3.99,2.6,10,36.5,3.9,17.4,15.8,374.4,Unable to stand,No,Mild
COW-2736,2,7.5,6.58,4.0,22,19.6,6.2,33.6,15.3,401.0,Lethargic,No,Subclinical
COW-2737,6,6.66,7.86,3.0,22,34.9,4.1,11.3,17.0,331.2,Muscle tremors,No,Mild
COW-2738,1,5.67,6.89,3.1,8,40.2,2.5,20.1,11.4,259.0,Lethargic,Yes,Moderate
COW-2739,2,6.71,7.35,2.0,1,28.7,3.8,4.4,15.3,275.9,Muscle tremors,No,Mild
COW-2740,5,9.39,7.4,3.9,0,39.8,8.7,-5.7,19.3,564.1,Reduced movement,No,Normal
COW-2741,5,8.67,3.07,4.1,21,23.8,8.7,30.7,19.2,451.7,Muscle tremors,No,Normal
COW-2742,7,9.3,7.2,4.9,18,25.1,7.8,-4.8,23.8,501.4,Muscle tremors,No,Normal
COW-2743,1,5.02,3.42,2.7,18,36.7,2.5,14.6,8.5,268.5,Reduced movement,Yes,Moderate
COW-2744,5,10.17,7.26,4.1,21,43.8,7.3,36.2,24.6,483.3,Reduced movement,No,Normal
COW-2745,1,7.45,5.09,4.5,25,44.1,5.6,32.9,15.6,452.8,Muscle tremors,No,Subclinical
COW-2746,6,8.52,4.36,2.3,22,33.1,8.7,32.2,19.6,476.0,Normal movement,No,Normal
COW-2747,4,10.07,4.29,4.1,22,20.5,7.3,36.6,22.5,568.9,Normal movement,No,Normal
COW-2748,5,8.26,3.89,3.4,19,28.3,5.6,11.2,19.6,379.5,Muscle tremors,No,Subclinical
COW-2749,1,5.38,3.9,4.9,12,40.8,3.4,29.5,13.5,252.5,Muscle tremors,Yes,Moderate
COW-2750,6,8.7,7.23,3.9,7,16.0,8.7,23.4,18.1,463.0,Normal movement,No,Normal
COW-2751,5,5.5,6.84,2.5,12,22.1,2.9,27.9,9.9,212.1,Reduced movement,Yes,Moderate
COW-2752,7,7.8,4.79,2.9,29,22.9,5.9,-2.6,18.8,351.6,Reduced movement,No,Subclinical
COW-2753,1,7.39,6.53,2.2,-5,44.3,5.9,-14.8,16.0,415.1,Lethargic,No,Subclinical
COW-2754,6,9.75,3.46,4.2,10,21.2,7.9,17.4,23.2,490.2,Normal movement,No,Normal
COW-2755,1,5.52,5.14,2.9,21,35.8,2.4,1.1,11.7,211.4,Muscle tremors,Yes,Moderate
COW-2756,5,7.39,5.71,3.4,17,40.7,5.9,-0.9,17.0,406.3,Muscle tremors,No,Subclinical
COW-2757,3,5.61,7.05,4.9,-1,22.9,2.8,1.3,9.6,246.4,Normal movement,Yes,Moderate
COW-2758,1,8.31,5.88,2.3,28,20.8,5.3,-12.7,17.4,454.4,Muscle tremors,No,Subclinical
COW-2759,7,6.02,5.14,3.0,-3,18.0,5.0,-1.4,14.2,362.9,Lethargic,No,Mild
COW-2760,4,5.19,3.11,3.2,2,29.2,2.8,-7.5,12.5,259.9,Reduced movement,Yes,Moderate
COW-2761,8,8.28,6.86,3.4,27,25.1,6.3,-3.0,18.9,442.1,Lethargic,No,Subclinical
COW-2762,1,6.35,6.4,2.5,27,34.3,4.5,32.8,15.4,280.7,Unable to stand,No,Mild
COW-2763,7,6.02,7.24,4.5,14,30.0,4.7,-7.4,16.8,345.7,Normal movement,No,Mild
COW-2764,1,6.24,3.39,4.6,23,11.0,4.7,6.5,14.5,355.0,Reduced movement,No,Mild
COW-2765,2,5.36,7.4,3.4,6,36.8,2.3,13.0,14.5,261.1,Unable to stand,Yes,Moderate
COW-2766,3,9.48,7.42,2.6,9,26.2,8.7,10.2,20.9,498.4,Normal movement,No,Normal
COW-2767,5,7.86,4.03,4.1,29,34.0,5.3,21.6,17.9,373.7,Normal movement,No,Subclinical
COW-2768,4,6.86,3.1,2.8,21,25.7,3.6,39.7,17.9,340.2,Unable to stand,No,Mild
COW-2769,6,10.14,6.04,2.5,12,18.1,8.3,35.2,18.0,488.8,Lethargic,No,Normal
COW-2770,4,6.73,7.11,2.2,29,13.9,4.4,10.9,16.7,354.1,Normal movement,No,Mild
COW-2771,7,8.34,7.42,3.6,-2,13.6,5.5,20.8,16.1,367.1,Lethargic,No,Subclinical
COW-2772,3,5.81,7.7,4.3,2,26.7,3.3,36.5,8.7,180.2,Reduced movement,Yes,Moderate
COW-2773,5,7.06,5.7,3.6,-1,25.9,6.8,7.1,16.0,427.0,Unable to stand,No,Subclinical
COW-2774,7,9.6,7.21,3.0,-4,33.1,9.0,-13.9,23.4,574.9,Reduced movement,No,Normal
COW-2775,6,8.33,3.44,3.3,-5,24.8,5.4,17.6,18.2,444.7,Normal movement,No,Subclinical
COW-2776,7,6.77,3.08,2.1,3,39.4,3.3,-1.8,14.8,308.8,Normal movement,No,Mild
COW-2777,3,8.39,4.4,2.7,19,32.1,5.8,-4.9,18.4,482.4,Lethargic,No,Subclinical
COW-2778,8,10.3,7.05,4.8,4,20.4,7.2,21.2,18.1,562.0,Lethargic,No,Normal
COW-2779,1,9.67,4.82,2.0,30,41.8,9.8,16.3,19.1,483.4,Muscle tremors,No,Normal
COW-2780,1,5.22,7.59,2.9,19,21.1,2.8,31.4,13.3,180.1,Lethargic,Yes,Moderate
COW-2781,6,8.94,6.5,4.4,18,37.3,9.3,0.3,19.8,563.1,Normal movement,No,Normal
COW-2782,7,4.66,3.73,3.1,23,44.9,0.9,-1.3,9.3,141.2,Lethargic,Yes,Critical
COW-2783,7,9.32,3.19,3.2,24,31.2,10.0,19.4,24.7,484.6,Unable to stand,No,Normal
COW-2784,2,7.18,7.56,4.7,6,14.7,6.2,-12.2,17.8,422.7,Lethargic,No,Subclinical
COW-2785,7,8.87,4.92,3.2,24,43.2,9.9,16.3,21.9,469.3,Muscle tremors,No,Normal
COW-2786,6,9.25,6.29,2.5,30,18.7,10.0,2.6,24.4,592.2,Unable to stand,No,Normal
COW-2787,7,6.5,4.86,4.3,-5,20.5,3.9,-1.4,15.0,341.6,Unable to stand,No,Mild
COW-2788,5,10.29,5.64,2.6,0,15.4,9.4,-8.1,18.7,480.0,Normal movement,No,Normal
COW-2789,2,9.08,7.65,2.4,-1,43.5,7.1,1.8,24.9,554.8,Reduced movement,No,Normal
COW-2790,5,5.66,4.02,4.4,26,21.2,3.1,34.6,9.5,194.2,Unable to stand,Yes,Moderate
COW-2791,1,7.83,4.92,2.5,3,20.4,6.1,-14.4,18.2,474.9,Unable to stand,No,Subclinical
COW-2792,3,3.58,5.85,3.5,22,25.0,0.8,36.8,6.0,107.9,Normal movement,Yes,Critical
COW-2793,5,6.5,7.7,4.5,29,42.2,4.2,38.8,12.8,390.7,Normal movement,No,Mild
COW-2794,6,6.36,4.82,3.9,-5,25.7,3.3,7.5,12.0,321.1,Normal movement,No,Mild
COW-2795,7,4.3,7.58,3.9,13,39.7,2.0,-14.6,4.9,171.7,Reduced movement,Yes,Critical
COW-2796,5,5.44,3.36,2.6,15,39.8,2.2,-9.7,9.1,207.1,Normal movement,Yes,Moderate
COW-2797,8,7.28,3.31,3.3,6,43.8,5.3,-6.9,17.5,495.6,Lethargic,No,Subclinical
COW-2798,2,5.53,3.95,4.2,13,39.8,3.0,2.1,9.4,235.2,Muscle tremors,Yes,Moderate
COW-2799,1,10.06,5.67,4.6,9,21.0,8.5,-11.4,18.2,562.5,Normal movement,No,Normal
COW-2800,8,6.37,5.36,2.1,30,39.9,3.2,38.6,16.5,260.7,Normal movement,No,Mild
COW-2801,4,8.35,4.34,3.2,11,11.3,5.3,29.8,17.7,402.1,Unable to stand,No,Subclinical
COW-2802,1,5.31,3.48,4.7,23,19.1,3.1,24.5,8.6,268.4,Unable to stand,Yes,Moderate
COW-2803,6,7.35,5.46,3.4,-2,20.0,6.3,17.3,19.6,357.0,Normal movement,No,Subclinical
COW-2804,6,6.8,6.81,3.8,29,15.2,3.2,-10.5,13.7,252.8,Unable to stand,No,Mild
COW-2805,4,9.68,6.66,2.7,18,42.0,8.2,14.9,19.1,591.0,Muscle tremors,No,Normal
COW-2806,5,6.57,5.7,2.5,15,15.5,4.4,23.4,12.1,316.7,Normal movement,No,Mild
COW-2807,7,3.9,6.61,3.0,21,14.6,1.2,-11.9,7.6,184.0,Reduced movement,Yes,Critical
COW-2808,8,6.27,3.27,4.3,22,27.1,4.7,12.8,15.0,326.1,Unable to stand,No,Mild
COW-2809,1,7.84,6.5,2.3,13,40.3,5.1,-10.7,18.4,367.6,Reduced movement,No,Subclinical
COW-2810,3,6.73,5.77,3.7,16,15.7,3.8,7.0,12.6,330.6,Reduced movement,No,Mild
COW-2811,2,6.53,6.42,5.0,4,10.6,3.8,-2.6,13.8,318.2,Muscle tremors,No,Mild
COW-2812,8,6.43,6.63,4.9,-2,40.2,3.5,22.3,16.3,294.4,Reduced movement,No,Mild
COW-2813,4,5.07,7.11,3.7,10,30.2,3.5,8.2,10.0,269.5,Muscle tremors,Yes,Moderate
COW-2814,7,5.12,5.88,4.8,18,18.1,2.8,-14.3,9.7,264.4,Muscle tremors,Yes,Moderate
COW-2815,5,8.53,3.03,4.7,28,24.0,8.1,3.2,23.7,586.1,Normal movement,No,Normal
COW-2816,1,7.55,3.65,3.6,0,32.6,5.5,8.6,19.1,405.6,Normal movement,No,Subclinical
COW-2817,2,6.01,3.82,4.4,10,32.4,3.4,-7.1,12.3,267.7,Reduced movement,No,Mild
COW-2818,5,9.18,4.86,3.4,18,18.1,9.1,-8.8,23.4,519.0,Reduced movement,No,Normal
COW-2819,1,3.57,7.84,3.0,26,42.7,1.6,21.4,6.6,96.0,Lethargic,Yes,Critical
COW-2820,3,5.04,6.47,4.8,9,28.0,2.6,-8.2,11.9,252.6,Normal movement,Yes,Moderate
COW-2821,2,6.65,4.06,4.7,13,36.7,4.2,6.9,14.1,302.6,Muscle tremors,No,Mild
COW-2822,3,9.69,5.48,2.9,21,23.3,9.1,-2.1,19.0,524.0,Muscle tremors,No,Normal
COW-2823,7,10.18,4.48,4.6,4,36.5,7.9,34.6,21.0,517.1,Muscle tremors,No,Normal
COW-2824,4,9.21,3.36,4.9,-5,12.4,10.0,-2.3,20.6,504.8,Normal movement,No,Normal
COW-2825,2,7.44,4.87,2.5,14,12.6,5.1,-1.5,17.6,435.8,Lethargic,No,Subclinical
COW-2826,5,8.61,4.07,4.0,15,34.3,8.1,39.3,19.8,561.8,Muscle tremors,No,Normal
COW-2827,6,8.01,6.21,3.6,29,23.9,5.2,38.0,19.7,362.0,Lethargic,No,Subclinical
COW-2828,7,5.52,4.18,4.6,26,19.2,2.9,21.9,10.7,194.8,Muscle tremors,Yes,Moderate
COW-2829,1,7.52,7.97,4.1,25,38.0,5.9,-10.1,18.9,495.6,Lethargic,No,Subclinical
COW-2830,1,10.11,4.8,3.5,8,16.6,7.3,30.0,19.3,453.8,Unable to stand,No,Normal
COW-2831,4,6.71,4.45,2.1,30,42.3,3.3,2.7,15.4,379.1,Reduced movement,No,Mild
COW-2832,8,5.34,5.2,4.8,5,17.8,3.7,14.4,12.6,211.0,Lethargic,Yes,Moderate
COW-2833,1,6.12,6.44,2.0,22,31.6,4.4,-2.5,12.1,264.1,Reduced movement,No,Mild
COW-2834,5,7.19,5.95,2.4,-5,38.0,6.9,11.6,17.5,360.6,Lethargic,No,Subclinical
COW-2835,6,5.76,7.57,3.3,22,29.9,3.4,18.5,8.9,226.7,Normal movement,Yes,Moderate
COW-2836,4,8.75,7.92,2.6,4,16.5,7.0,26.7,23.8,568.3,Reduced movement,No,Normal
COW-2837,8,5.4,7.43,3.5,-3,43.4,2.9,7.1,9.4,189.1,Lethargic,Yes,Moderate
COW-2838,1,6.83,4.19,4.4,16,31.5,3.9,-5.7,13.2,304.2,Unable to stand,No,Mild
COW-2839,3,5.57,6.96,2.9,-2,14.6,2.2,12.3,13.8,256.8,Normal movement,Yes,Moderate
COW-2840,7,6.43,5.1,3.1,-5,39.5,4.5,8.6,15.0,314.2,Reduced movement,No,Mild
COW-2841,1,8.99,4.78,4.5,20,40.9,8.2,28.8,23.6,549.4,Muscle tremors,No,Normal
COW-2842,5,6.52,4.04,3.6,8,44.3,3.5,23.4,15.6,346.9,Unable to stand,No,Mild
COW-2843,5,6.76,6.53,3.3,15,38.5,4.2,-14.2,12.5,339.8,Lethargic,No,Mild
COW-2844,4,7.2,3.64,4.2,11,41.3,5.8,-9.4,19.4,394.5,Normal movement,No,Subclinical
COW-2845,2,9.82,7.66,2.7,-4,10.1,9.7,-11.0,20.3,493.2,Muscle tremors,No,Normal
COW-2846,3,7.19,7.58,4.8,14,16.0,5.4,33.9,18.0,429.7,Reduced movement,No,Subclinical
COW-2847,8,9.99,5.51,2.4,3,17.2,9.1,13.9,18.4,527.0,Unable to stand,No,Normal
COW-2848,1,6.3,5.61,3.2,-1,44.6,4.1,-4.0,17.1,260.1,Lethargic,No,Mild
COW-2849,6,7.56,7.86,4.9,20,10.9,5.9,22.4,19.9,439.9,Unable to stand,No,Subclinical
COW-2850,8,7.87,6.39,2.7,-5,40.0,6.1,32.2,19.0,378.9,Muscle tremors,No,Subclinical
COW-2851,7,10.11,3.7,2.3,20,14.6,7.2,-9.6,21.8,536.1,Lethargic,No,Normal
COW-2852,6,8.03,5.5,4.8,20,21.3,6.4,26.3,17.0,391.7,Lethargic,No,Subclinical
COW-2853,6,5.09,3.03,2.2,28,25.6,3.9,13.7,9.8,231.7,Muscle tremors,Yes,Moderate
COW-2854,3,5.26,4.28,2.3,6,41.2,2.1,32.4,8.5,225.9,Lethargic,Yes,Moderate
COW-2855,8,10.37,4.01,3.2,29,44.9,7.0,-14.1,23.6,575.0,Reduced movement,No,Normal
COW-2856,8,5.78,5.04,2.1,14,38.3,3.5,-0.3,11.2,295.0,Reduced movement,Yes,Moderate
COW-2857,7,7.09,5.7,4.2,9,11.1,5.1,18.5,18.5,459.7,Lethargic,No,Subclinical
COW-2858,4,6.24,3.33,3.8,26,40.4,4.2,35.6,15.5,315.0,Unable to stand,No,Mild
COW-2859,3,5.76,4.05,3.2,12,28.4,2.7,1.4,9.1,212.2,Normal movement,Yes,Moderate
COW-2860,6,8.05,5.55,5.0,15,27.4,5.8,20.2,18.5,394.9,Reduced movement,No,Subclinical
COW-2861,1,8.24,3.7,4.9,-5,15.9,6.2,18.9,18.1,432.3,Lethargic,No,Subclinical
COW-2862,1,10.1,7.87,2.4,28,19.8,9.9,31.3,20.5,529.6,Normal movement,No,Normal
COW-2863,5,7.21,5.3,2.9,22,26.1,5.5,18.5,17.8,416.0,Normal movement,No,Subclinical
COW-2864,2,6.46,5.61,2.5,-5,27.5,3.9,26.5,13.6,386.4,Reduced movement,No,Mild
COW-2865,6,5.71,7.69,2.3,21,15.6,3.0,20.6,10.8,241.7,Reduced movement,Yes,Moderate
COW-2866,7,8.56,6.11,2.8,24,24.7,8.9,11.4,23.1,506.5,Unable to stand,No,Normal
COW-2867,8,8.88,4.07,4.9,0,23.0,7.0,39.0,20.8,576.5,Unable to stand,No,Normal
COW-2868,2,5.42,4.91,3.1,16,29.7,3.0,7.8,10.1,197.6,Unable to stand,Yes,Moderate
COW-2869,1,8.31,3.72,4.0,2,25.8,6.9,12.6,16.2,419.0,Unable to stand,No,Subclinical
COW-2870,3,10.27,3.18,4.4,22,21.1,7.7,0.0,22.8,536.0,Unable to stand,No,Normal
COW-2871,8,6.05,5.23,3.0,11,12.5,4.8,28.5,13.7,319.9,Muscle tremors,No,Mild
COW-2872,6,7.28,5.72,3.9,-3,39.5,6.0,26.2,19.9,481.8,Muscle tremors,No,Subclinical
COW-2873,6,7.82,4.51,3.5,19,15.9,5.6,30.5,18.0,433.7,Reduced movement,No,Subclinical
COW-2874,8,7.58,6.43,3.2,4,18.3,6.1,7.0,19.3,493.9,Normal movement,No,Subclinical
COW-2875,1,9.76,5.73,2.5,29,28.3,8.0,6.3,18.6,581.8,Normal movement,No,Normal
COW-2876,3,8.14,5.01,4.1,-3,40.6,5.1,-12.4,19.1,351.1,Unable to stand,No,Subclinical
COW-2877,8,10.06,7.47,2.7,27,33.2,8.8,31.7,19.0,533.0,Lethargic,No,Normal
COW-2878,8,6.83,4.64,3.5,21,40.2,3.5,28.1,13.9,313.1,Reduced movement,No,Mild
COW-2879,4,3.97,4.18,2.3,5,39.4,1.5,21.2,4.1,138.4,Reduced movement,Yes,Critical
COW-2880,6,9.18,6.38,2.1,3,32.5,7.1,13.9,23.9,497.7,Unable to stand,No,Normal
COW-2881,4,6.46,4.84,3.5,8,13.7,4.4,-10.8,13.7,256.7,Normal movement,No,Mild
COW-2882,8,10.4,7.68,4.9,15,39.8,9.0,-4.1,22.9,562.9,Unable to stand,No,Normal
COW-2883,2,3.95,6.01,4.2,23,40.7,1.6,9.8,8.9,173.2,Muscle tremors,Yes,Critical
COW-2884,3,7.32,4.79,3.5,11,24.4,6.9,11.0,19.0,444.1,Lethargic,No,Subclinical
COW-2885,4,10.14,7.07,2.2,8,42.8,8.3,18.7,24.0,593.1,Muscle tremors,No,Normal
COW-2886,8,9.51,5.49,3.4,5,31.0,7.6,23.7,18.8,537.3,Reduced movement,No,Normal
COW-2887,4,6.09,6.55,2.4,0,21.6,3.8,5.3,15.4,361.5,Lethargic,No,Mild
COW-2888,4,6.2,4.86,3.6,11,28.8,3.6,17.1,14.3,398.9,Muscle tremors,No,Mild
COW-2889,8,10.32,6.55,3.2,2,22.1,7.9,19.8,23.6,577.0,Lethargic,No,Normal
COW-2890,2,8.29,6.05,3.3,23,10.1,6.0,-14.3,18.7,488.5,Reduced movement,No,Subclinical
COW-2891,2,5.46,7.17,2.9,1,18.0,2.2,27.0,12.0,188.6,Lethargic,Yes,Moderate
COW-2892,7,6.63,4.02,3.5,23,20.1,3.1,25.5,15.5,372.6,Reduced movement,No,Mild
COW-2893,3,7.75,4.01,4.8,4,24.9,5.6,31.9,18.2,386.2,Lethargic,No,Subclinical
COW-2894,1,4.31,3.58,4.7,21,23.2,1.5,10.3,6.3,178.3,Unable to stand,Yes,Critical
COW-2895,7,6.37,6.73,4.7,12,16.1,4.9,37.3,12.0,399.6,Normal movement,No,Mild
COW-2896,3,8.77,5.72,2.2,8,35.4,9.1,38.5,19.5,542.1,Unable to stand,No,Normal
COW-2897,7,9.48,5.26,2.2,4,32.2,8.9,0.2,18.1,521.2,Muscle tremors,No,Normal
COW-2898,5,8.55,3.31,2.9,20,41.8,7.5,8.9,19.7,578.8,Lethargic,No,Normal
COW-2899,7,10.13,3.64,2.7,17,35.7,7.3,20.4,20.7,523.4,Unable to stand,No,Normal
COW-2900,6,6.52,4.88,4.6,0,20.5,3.3,-12.5,13.1,352.8,Reduced movement,No,Mild
COW-2901,6,5.0,6.64,4.9,12,37.3,2.4,35.9,13.6,221.2,Lethargic,Yes,Moderate
COW-2902,7,5.43,3.0,3.4,10,43.5,2.4,-11.4,14.4,207.4,Lethargic,Yes,Moderate
COW-2903,2,9.25,4.79,2.3,24,28.4,8.4,10.7,22.1,479.7,Lethargic,No,Normal
COW-2904,3,10.25,4.22,3.5,22,24.9,7.0,13.3,18.1,498.3,Normal movement,No,Normal
COW-2905,6,6.45,7.83,2.3,8,30.4,3.1,2.9,16.3,330.4,Normal movement,No,Mild
COW-2906,7,9.46,3.07,4.4,-1,29.2,8.2,-9.6,22.4,591.8,Unable to stand,No,Normal
COW-2907,6,6.38,5.03,3.6,-5,15.0,3.3,8.5,16.6,375.8,Unable to stand,No,Mild
COW-2908,4,6.83,6.53,2.6,20,11.2,4.4,-4.8,14.2,289.5,Normal movement,No,Mild
COW-2909,7,10.25,6.48,4.0,3,15.9,9.9,25.7,22.8,500.3,Normal movement,No,Normal
COW-2910,3,8.55,4.28,4.2,4,10.7,8.2,39.1,18.3,497.3,Muscle tremors,No,Normal
COW-2911,4,7.29,3.68,2.1,15,18.1,6.5,38.8,15.7,370.4,Reduced movement,No,Subclinical
COW-2912,3,8.59,6.32,3.8,-3,39.8,8.1,-8.7,22.6,464.3,Reduced movement,No,Normal
COW-2913,5,8.92,4.82,3.6,2,37.9,8.7,-6.3,19.3,546.3,Unable to stand,No,Normal
COW-2914,7,9.86,5.0,4.3,14,31.3,8.0,8.6,19.5,477.9,Normal movement,No,Normal
COW-2915,7,9.36,5.92,3.1,22,36.3,7.8,20.0,23.2,559.5,Muscle tremors,No,Normal
COW-2916,4,6.25,6.11,4.5,17,24.2,4.1,27.6,15.8,304.1,Lethargic,No,Mild
COW-2917,7,6.88,3.33,3.5,19,43.6,3.8,5.3,16.9,334.4,Reduced movement,No,Mild
COW-2918,1,5.56,6.91,3.1,10,24.2,2.8,17.0,10.1,212.0,Lethargic,Yes,Moderate
COW-2919,8,10.05,6.6,4.0,16,17.3,9.8,16.9,24.5,509.1,Muscle tremors,No,Normal
COW-2920,6,10.0,6.77,3.2,4,20.4,7.5,3.6,19.4,586.6,Normal movement,No,Normal
COW-2921,8,10.23,6.13,4.8,15,19.5,9.1,36.7,20.9,479.5,Lethargic,No,Normal
COW-2922,6,7.7,6.92,3.2,29,15.1,5.9,16.1,18.3,353.9,Unable to stand,No,Subclinical
COW-2923,2,6.37,3.42,3.2,27,33.0,3.7,23.2,13.3,392.0,Normal movement,No,Mild
COW-2924,1,9.49,6.46,4.3,-5,43.0,7.6,0.1,18.9,458.8,Unable to stand,No,Normal
COW-2925,8,8.34,4.93,2.8,8,14.1,6.8,38.9,15.1,484.4,Lethargic,No,Subclinical
COW-2926,4,7.83,4.62,2.8,4,36.2,5.6,39.5,18.9,409.5,Reduced movement,No,Subclinical
COW-2927,5,7.48,3.54,2.4,14,10.4,5.8,6.7,19.6,378.7,Unable to stand,No,Subclinical
COW-2928,2,10.49,4.92,2.9,24,13.1,7.3,7.5,22.5,555.4,Normal movement,No,Normal
COW-2929,4,7.31,4.95,2.5,-4,14.0,5.4,27.7,15.6,365.7,Reduced movement,No,Subclinical
COW-2930,5,8.02,4.16,4.9,8,26.7,5.1,21.6,18.8,379.2,Muscle tremors,No,Subclinical
COW-2931,4,6.86,7.13,3.6,11,13.1,3.5,-11.6,16.8,292.2,Normal movement,No,Mild
COW-2932,8,5.54,3.46,3.2,13,30.2,2.1,24.1,15.0,289.0,Normal movement,Yes,Moderate
COW-2933,1,6.76,3.19,3.6,21,39.9,4.3,35.9,17.5,384.0,Muscle tremors,No,Mild
COW-2934,1,5.67,4.46,2.4,7,19.0,2.1,34.2,12.3,184.7,Lethargic,Yes,Moderate
COW-2935,5,10.28,5.13,4.1,1,27.0,10.0,36.7,19.5,479.6,Unable to stand,No,Normal
COW-2936,7,8.62,7.42,4.4,2,17.1,8.0,-7.6,21.4,578.3,Normal movement,No,Normal
COW-2937,5,8.3,5.32,4.6,5,44.0,6.6,13.6,20.0,395.5,Normal movement,No,Subclinical
COW-2938,2,8.77,3.68,3.5,-1,37.0,8.6,18.4,24.0,494.9,Muscle tremors,No,Normal
COW-2939,6,7.69,4.19,4.4,0,11.3,5.6,20.0,17.1,440.8,Lethargic,No,Subclinical
COW-2940,2,6.59,3.85,3.9,2,22.2,3.8,33.2,16.7,399.8,Normal movement,No,Mild
COW-2941,2,6.83,5.17,4.0,19,12.3,3.4,15.1,12.3,339.5,Lethargic,No,Mild
COW-2942,6,8.85,3.01,3.9,13,27.0,9.0,29.5,23.2,584.0,Muscle tremors,No,Normal
COW-2943,5,7.73,4.41,3.7,9,44.3,6.8,-13.3,16.8,408.6,Normal movement,No,Subclinical
COW-2944,6,7.61,4.83,4.3,13,41.0,5.7,31.8,18.3,410.3,Reduced movement,No,Subclinical
COW-2945,2,7.64,5.03,2.1,19,40.6,5.8,11.2,15.7,448.0,Normal movement,No,Subclinical
COW-2946,5,8.72,6.24,4.9,6,19.1,7.7,28.3,24.9,506.7,Unable to stand,No,Normal
COW-2947,2,8.23,5.05,3.8,12,44.6,5.0,29.2,18.2,471.9,Normal movement,No,Subclinical
COW-2948,3,7.01,3.61,4.6,5,14.9,5.8,-7.1,16.0,458.0,Reduced movement,No,Subclinical
COW-2949,3,9.07,5.63,3.1,14,11.1,8.6,0.0,21.3,579.9,Normal movement,No,Normal
COW-2950,5,6.41,3.51,2.3,10,22.1,4.6,-13.4,13.4,383.5,Lethargic,No,Mild
COW-2951,8,10.36,7.62,2.0,22,20.1,7.5,20.2,22.5,538.8,Lethargic,No,Normal
COW-2952,1,4.34,5.7,4.6,-4,41.3,1.2,-9.4,5.4,95.3,Lethargic,Yes,Critical
COW-2953,6,5.22,6.93,3.5,1,42.5,2.2,-0.6,10.3,271.1,Muscle tremors,Yes,Moderate
COW-2954,8,7.4,3.43,3.5,30,42.4,6.8,-2.7,15.6,355.5,Muscle tremors,No,Subclinical
COW-2955,6,9.5,6.37,2.7,30,30.5,9.7,-8.7,22.5,595.2,Reduced movement,No,Normal
COW-2956,8,9.0,5.98,2.0,16,29.3,9.8,37.7,19.7,558.1,Muscle tremors,No,Normal
COW-2957,5,5.63,7.47,2.0,21,31.1,2.0,8.6,13.3,202.4,Normal movement,Yes,Moderate
COW-2958,6,6.8,4.89,4.2,19,21.6,4.0,10.3,16.8,314.4,Reduced movement,No,Mild
COW-2959,5,7.52,5.22,2.3,9,24.6,6.8,15.8,15.4,397.8,Lethargic,No,Subclinical
COW-2960,1,7.2,5.39,3.2,5,32.4,5.4,31.7,15.1,392.1,Lethargic,No,Subclinical
COW-2961,8,10.05,7.38,2.0,13,33.6,8.5,-1.8,24.4,498.5,Reduced movement,No,Normal
COW-2962,3,5.19,5.27,2.4,2,35.2,3.0,3.8,13.4,212.9,Muscle tremors,Yes,Moderate
COW-2963,6,6.48,7.64,3.2,26,29.7,3.6,5.8,13.7,393.5,Reduced movement,No,Mild
COW-2964,6,9.4,3.72,4.4,13,22.6,7.7,36.2,23.3,483.2,Normal movement,No,Normal
